lat,lon,suburb,published_suburb
-34.6312,-58.3715,Barracas,Barracas
-34.6264,-58.4567,Flores,Flores
-34.636,-58.4832,Vélez Sarsfield,Vélez Sarsfield
-34.5629,-58.4652,Belgrano,Belgrano
-34.6307,-58.4194,Boedo,Boedo
-34.5878,-58.4066,Recoleta,Recoleta
-34.5773,-58.4956,Villa Urquiza,Villa Urquiza
-34.5886,-58.3914,Recoleta,Recoleta
-34.5977,-58.4439,Villa Crespo,Villa Crespo
-34.5974,-58.4471,Villa Crespo,Villa Crespo
-34.6086,-58.4175,Almagro,Almagro
-34.5939,-58.4662,La Paternal,La Paternal
-34.6034,-58.4474,Villa Crespo,Villa Crespo
-34.5858,-58.4793,Parque Chas,Parque Chas
-34.5977,-58.4439,Villa Crespo,Villa Crespo
-34.606,-58.4199,Almagro,Almagro
-34.6362,-58.3571,La Boca,La Boca
-34.6059,-58.4513,Villa Crespo,Villa Crespo
-34.932,-57.9495,La Plata,La Plata
-34.607,-58.46,Caballito,Caballito
-34.6004,-58.4299,Almagro,Almagro
-34.6079,-58.3993,Balvanera,Balvanera
-34.5817,-58.474,Parque Chas,Parque Chas
-34.6042,-58.4603,Villa General Mitre,Villa General Mitre
-34.5593,-58.4619,Belgrano,Belgrano
-34.5607,-58.4677,Coghlan,Coghlan
-34.5686,-58.4875,Villa Urquiza,Villa Urquiza
-34.6166,-58.4183,Almagro,Almagro
-34.5817,-58.4226,Palermo,Palermo
-34.5716,-58.4862,Villa Urquiza,Villa Urquiza
-34.5898,-58.4207,Palermo,Palermo
-34.625,-58.4541,Caballito,Caballito
-34.5885,-58.407,Recoleta,Recoleta
-34.6082,-58.421,Almagro,Almagro
-34.6066,-58.399,Balvanera,Balvanera
-34.6217,-58.3935,San Cristóbal,San Cristóbal
-34.5996,-58.3797,San Nicolás,San Nicolás
-34.5848,-58.4386,Palermo,Palermo
-34.5767,-58.4343,Palermo,Palermo
-34.584,-58.4479,Chacarita,Chacarita
-34.6182,-58.3941,Balvanera,Balvanera
-34.9409,-57.8718,Barrio El Carmen (Oeste),Barrio El Carmen (Oeste)
-34.9161,-57.9216,La Plata,La Plata
-34.5813,-58.4108,Palermo,Palermo
-34.6151,-58.4751,Villa Santa Rita,Villa Santa Rita
-34.5985,-58.4152,Almagro,Almagro
-34.9762,-57.8663,Eduardo Arana,Eduardo Arana
-34.606,-58.4199,Almagro,Almagro
-34.5866,-58.4002,Recoleta,Recoleta
-34.6307,-58.3575,La Boca,La Boca
-34.622,-58.4436,Caballito,Caballito
-34.588,-58.4201,Palermo,Palermo
-34.5934,-58.4422,Villa Crespo,Villa Crespo
-34.5891,-58.4226,Palermo,Palermo
-34.5613,-58.4649,Belgrano,Belgrano
-34.5731,-58.4381,Palermo,Palermo
-34.599,-58.4932,Villa del Parque,Villa del Parque
-34.6229,-58.4395,Caballito,Caballito
-34.5823,-58.4322,Palermo,Palermo
-34.5843,-58.4277,Palermo,Palermo
-34.567,-58.4777,Villa Urquiza,Villa Urquiza
-34.5947,-58.4443,Villa Crespo,Villa Crespo
-34.5479,-58.4732,Saavedra,Saavedra
-34.5676,-58.4327,Palermo,Palermo
-34.5562,-58.4816,Saavedra,Saavedra
-34.6241,-58.3904,Constitución,Constitución
-34.5943,-58.4972,Agronomía,Agronomía
-34.6085,-58.4558,Caballito,Caballito
-34.6016,-58.4249,Almagro,Almagro
-34.6785,-58.4525,Villa Lugano,Villa Lugano
-34.6263,-58.4221,Boedo,Boedo
-34.5985,-58.4315,Villa Crespo,Villa Crespo
-34.9166,-57.935,La Plata,La Plata
-34.591,-58.4043,Recoleta,Recoleta
-34.5915,-58.3885,Recoleta,Recoleta
-34.6377,-58.4923,Vélez Sarsfield,Vélez Sarsfield
-34.6119,-58.3982,Balvanera,Balvanera
-34.9366,-57.9444,La Plata,La Plata
-34.5968,-58.4158,Palermo,Palermo
-34.5801,-58.4406,Palermo,Palermo
-34.6912,-58.4708,Villa Riachuelo,Villa Riachuelo
-34.5569,-58.4625,Belgrano,Belgrano
-34.9074,-57.9646,La Plata,La Plata
-34.6025,-58.428,Almagro,Almagro
-34.643,-58.4175,Nueva Pompeya,Nueva Pompeya
-34.5815,-58.4147,Palermo,Palermo
-34.5678,-58.4553,Belgrano,Belgrano
-34.5675,-58.4564,Belgrano,Belgrano
-34.629,-58.4105,San Cristóbal,San Cristóbal
-34.6283,-58.4521,Caballito,Caballito
-34.6018,-58.4216,Almagro,Almagro
-34.6304,-58.4886,Vélez Sarsfield,Vélez Sarsfield
-34.5887,-58.5083,Villa Devoto,Villa Devoto
-34.5766,-58.4344,Palermo,Palermo
-34.5939,-58.4662,La Paternal,La Paternal
-34.5784,-58.4106,Palermo,Palermo
-34.5927,-58.4061,Recoleta,Recoleta
-34.6307,-58.4713,Flores,Flores
-34.5916,-58.4267,Palermo,Palermo
-34.6157,-58.4383,Caballito,Caballito
-34.586,-58.4385,Palermo,Palermo
-34.5746,-58.4555,Colegiales,Colegiales
-34.6232,-58.4064,San Cristóbal,San Cristóbal
-32.9482,-60.6687,Echesortu,Echesortu
-34.6038,-58.418,Almagro,Almagro
-34.5564,-58.4615,Belgrano,Belgrano
-34.6053,-58.4271,Almagro,Almagro
-34.6205,-58.3973,San Cristóbal,San Cristóbal
-34.6399,-58.4674,Flores,Flores
-34.6262,-58.4621,Flores,Flores
-34.5907,-58.4248,Palermo,Palermo
-34.6178,-58.4288,Caballito,Caballito
-34.9228,-57.9668,La Plata,La Plata
-34.6047,-58.4496,Villa Crespo,Villa Crespo
-34.5797,-58.492,Villa Urquiza,Villa Urquiza
-34.6199,-58.4372,Caballito,Caballito
-34.5795,-58.4801,Villa Urquiza,Villa Urquiza
-34.6208,-58.4047,San Cristóbal,San Cristóbal
-34.6005,-58.414,Almagro,Almagro
-34.569,-58.4536,Colegiales,Colegiales
-34.5984,-58.4329,Villa Crespo,Villa Crespo
-34.5542,-58.4678,Núñez,Núñez
-34.5894,-58.4345,Palermo,Palermo
-34.5802,-58.4755,Parque Chas,Parque Chas
-34.6104,-58.416,Almagro,Almagro
-34.5669,-58.4541,Belgrano,Belgrano
-34.5969,-58.4136,Recoleta,Recoleta
-34.9158,-57.9461,La Plata,La Plata
-34.5445,-58.4615,Núñez,Núñez
-34.59,-58.3943,Recoleta,Recoleta
-34.5981,-58.4387,Villa Crespo,Villa Crespo
-34.598,-58.4085,Recoleta,Recoleta
-34.6071,-58.4037,Balvanera,Balvanera
-34.5785,-58.4238,Palermo,Palermo
-34.5772,-58.4139,Palermo,Palermo
-34.5764,-58.4227,Palermo,Palermo
-34.9255,-57.9553,La Plata,La Plata
-34.6271,-58.4532,Caballito,Caballito
-34.5873,-58.4031,Recoleta,Recoleta
-34.6524,-58.4823,Parque Avellaneda,Parque Avellaneda
-34.5936,-58.3954,Recoleta,Recoleta
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.564,-58.4505,Belgrano,Belgrano
-34.6172,-58.3977,Balvanera,Balvanera
-34.5949,-58.4232,Palermo,Palermo
-34.5811,-58.4311,Palermo,Palermo
-34.5544,-58.4581,Belgrano,Belgrano
-34.6225,-58.4594,Flores,Flores
-34.5665,-58.4896,Villa Urquiza,Villa Urquiza
-34.5776,-58.4393,Palermo,Palermo
-34.6314,-58.4008,Parque Patricios,Parque Patricios
-34.5437,-58.4845,Saavedra,Saavedra
-34.5779,-58.4058,Palermo,Palermo
-34.6114,-58.421,Almagro,Almagro
-34.5701,-58.4324,Palermo,Palermo
-34.6088,-58.4458,Caballito,Caballito
-34.6529,-58.5091,Mataderos,Mataderos
-34.5816,-58.4052,Palermo,Palermo
-34.6352,-58.4512,Parque Chacabuco,Parque Chacabuco
-34.5962,-58.4387,Villa Crespo,Villa Crespo
-34.5977,-58.443,Villa Crespo,Villa Crespo
-34.6038,-58.4157,Almagro,Almagro
-34.6019,-58.3711,San Nicolás,San Nicolás
-34.5973,-58.4456,Villa Crespo,Villa Crespo
-34.6215,-58.3941,San Cristóbal,San Cristóbal
-34.6024,-58.4253,Almagro,Almagro
-34.601,-58.4331,Villa Crespo,Villa Crespo
-34.5928,-58.491,Agronomía,Agronomía
-34.5796,-58.4809,Villa Urquiza,Villa Urquiza
-34.5651,-58.4665,Belgrano,Belgrano
-34.59,-58.4224,Palermo,Palermo
-34.5855,-58.5047,Villa Pueyrredón,Villa Pueyrredón
-34.5974,-58.4471,Villa Crespo,Villa Crespo
-34.6107,-58.4116,Balvanera,Balvanera
-34.5991,-58.4122,Almagro,Almagro
-34.6003,-58.4303,Almagro,Almagro
-34.6785,-58.4718,Villa Lugano,Villa Lugano
-34.5886,-58.422,Palermo,Palermo
-34.5734,-58.4792,Villa Urquiza,Villa Urquiza
-34.6159,-58.3759,Monserrat,Monserrat
-34.5977,-58.4158,Recoleta,Recoleta
-34.5997,-58.3965,Balvanera,Balvanera
-34.6114,-58.421,Almagro,Almagro
-34.6234,-58.4071,San Cristóbal,San Cristóbal
-34.6003,-58.4011,Balvanera,Balvanera
-34.6164,-58.4142,Almagro,Almagro
-34.577,-58.4234,Palermo,Palermo
-34.581,-58.4909,Villa Urquiza,Villa Urquiza
-34.5672,-58.452,Colegiales,Colegiales
-34.6383,-58.4865,Vélez Sarsfield,Vélez Sarsfield
-34.6074,-58.4173,Almagro,Almagro
-34.581,-58.4245,Palermo,Palermo
-34.6227,-58.4315,Caballito,Caballito
-34.6107,-58.4421,Caballito,Caballito
-34.5773,-58.4301,Palermo,Palermo
-34.5708,-58.486,Villa Urquiza,Villa Urquiza
-34.5975,-58.4198,Palermo,Palermo
-34.6277,-58.4307,Parque Chacabuco,Parque Chacabuco
-34.5516,-58.4568,Núñez,Núñez
-34.6105,-58.4094,Balvanera,Balvanera
-34.6024,-58.4294,Almagro,Almagro
-34.6038,-58.4331,Caballito,Caballito
-34.5883,-58.4871,Agronomía,Agronomía
-34.5968,-58.4157,Palermo,Palermo
-34.5927,-58.4103,Recoleta,Recoleta
-34.5871,-58.4094,Palermo,Palermo
-34.6082,-58.421,Almagro,Almagro
-32.9489,-60.6536,Parque,Parque
-34.604,-58.429,Almagro,Almagro
-34.5867,-58.3953,Recoleta,Recoleta
-34.5865,-58.4045,Recoleta,Recoleta
-34.5734,-58.4312,Palermo,Palermo
-34.5984,-58.4425,Villa Crespo,Villa Crespo
-34.6019,-58.3853,San Nicolás,San Nicolás
-34.6033,-58.4183,Almagro,Almagro
-34.5669,-58.4473,Palermo,Palermo
-34.5968,-58.4412,Villa Crespo,Villa Crespo
-34.6072,-58.4548,Caballito,Caballito
-34.8978,-57.9643,La Plata,La Plata
-34.613,-58.4385,Caballito,Caballito
-34.6337,-58.475,Floresta,Floresta
-34.6337,-58.3758,Barracas,Barracas
-34.6018,-58.4207,Almagro,Almagro
-34.5892,-58.4069,Recoleta,Recoleta
-34.583,-58.4208,Palermo,Palermo
-34.6339,-58.3755,Barracas,Barracas
-34.5676,-58.4344,Palermo,Palermo
-34.5905,-58.4198,Palermo,Palermo
-34.5929,-58.3845,Retiro,Retiro
-34.5407,-58.469,Núñez,Núñez
-34.6011,-58.4381,Villa Crespo,Villa Crespo
-34.6198,-58.4615,Flores,Flores
-34.5963,-58.4151,Recoleta,Recoleta
-34.5956,-58.4477,Villa Crespo,Villa Crespo
-34.6264,-58.3926,San Cristóbal,San Cristóbal
-34.6306,-58.4439,Parque Chacabuco,Parque Chacabuco
-34.9055,-57.9493,La Plata,La Plata
-34.5871,-58.4059,Recoleta,Recoleta
-34.6223,-58.4014,San Cristóbal,San Cristóbal
-34.5678,-58.4758,Villa Urquiza,Villa Urquiza
-34.6202,-58.4533,Caballito,Caballito
-34.6168,-58.3901,Monserrat,Monserrat
-34.5785,-58.4133,Palermo,Palermo
-34.5727,-58.4462,Colegiales,Colegiales
-34.6044,-58.4275,Almagro,Almagro
-34.6017,-58.4358,Villa Crespo,Villa Crespo
-34.6184,-58.4402,Caballito,Caballito
-34.5891,-58.4226,Palermo,Palermo
-34.6274,-58.4983,Vélez Sarsfield,Vélez Sarsfield
-34.5671,-58.458,Belgrano,Belgrano
-34.6118,-58.3965,Balvanera,Balvanera
-34.5702,-58.4817,Villa Urquiza,Villa Urquiza
-34.6016,-58.4328,Villa Crespo,Villa Crespo
-34.5966,-58.4535,Villa Crespo,Villa Crespo
-34.5891,-58.4226,Palermo,Palermo
-34.6132,-58.3973,Balvanera,Balvanera
-34.5882,-58.4399,Chacarita,Chacarita
-34.6038,-58.418,Almagro,Almagro
-34.5741,-58.4319,Palermo,Palermo
-34.5799,-58.4723,Villa Ortúzar,Villa Ortúzar
-34.5986,-58.4393,Villa Crespo,Villa Crespo
-34.5954,-58.3786,Retiro,Retiro
-34.6071,-58.3766,San Nicolás,San Nicolás
-34.6014,-58.4301,Almagro,Almagro
-34.5872,-58.4033,Recoleta,Recoleta
-34.9255,-57.9854,La Plata,La Plata
-34.5917,-58.3835,Retiro,Retiro
-34.5678,-58.4554,Belgrano,Belgrano
-34.5542,-58.4384,Belgrano,Belgrano
-34.6106,-58.3616,Puerto Madero,Puerto Madero
-34.6099,-58.4811,Villa Santa Rita,Villa Santa Rita
-34.639,-58.4641,Flores,Flores
-34.6133,-58.3615,Puerto Madero,Puerto Madero
-34.6157,-58.4333,Caballito,Caballito
-34.5854,-58.4249,Palermo,Palermo
-34.6098,-58.3662,Puerto Madero,Puerto Madero
-34.6016,-58.4328,Villa Crespo,Villa Crespo
-34.5775,-58.4292,Palermo,Palermo
-34.5634,-58.4688,Coghlan,Coghlan
-34.6126,-58.4287,Almagro,Almagro
-34.5856,-58.5047,Villa Pueyrredón,Villa Pueyrredón
-34.5783,-58.4112,Palermo,Palermo
-34.5996,-58.427,Almagro,Almagro
-34.587,-58.4172,Palermo,Palermo
-34.923,-57.9708,La Plata,La Plata
-34.5934,-58.4422,Villa Crespo,Villa Crespo
-34.5886,-58.4071,Recoleta,Recoleta
-34.5998,-58.3942,Balvanera,Balvanera
-34.6156,-58.4141,Almagro,Almagro
-34.6029,-58.4302,Almagro,Almagro
-34.587,-58.4502,Chacarita,Chacarita
-34.5835,-58.4135,Palermo,Palermo
-34.6092,-58.5029,Villa Devoto,Villa Devoto
-34.607,-58.5139,Villa Devoto,Villa Devoto
-34.6109,-58.4149,Almagro,Almagro
-34.5858,-58.4152,Palermo,Palermo
-32.9623,-60.655,Abasto,Abasto
-34.938,-57.9887,Gambier,Gambier
-34.5886,-58.4216,Palermo,Palermo
-34.567,-58.4556,Belgrano,Belgrano
-34.5977,-58.4261,Villa Crespo,Villa Crespo
-34.6183,-58.5057,Monte Castro,Monte Castro
-34.6245,-58.3768,San Telmo,San Telmo
-34.6249,-58.3769,Constitución,Constitución
-34.5773,-58.4057,Palermo,Palermo
-34.5998,-58.3942,Balvanera,Balvanera
-34.5528,-58.4553,Belgrano,Belgrano
-34.6169,-58.4226,Almagro,Almagro
-34.6003,-58.4305,Almagro,Almagro
-34.6483,-58.4986,Mataderos,Mataderos
-34.5973,-58.4134,Recoleta,Recoleta
-34.5883,-58.4394,Chacarita,Chacarita
-34.6326,-58.3598,La Boca,La Boca
-34.6061,-58.4526,Caballito,Caballito
-34.6386,-58.5032,Villa Luro,Villa Luro
-34.6092,-58.4431,Caballito,Caballito
-34.6111,-58.4102,Balvanera,Balvanera
-34.5924,-58.443,Villa Crespo,Villa Crespo
-34.5816,-58.4087,Palermo,Palermo
-34.6148,-58.4179,Almagro,Almagro
-34.6181,-58.3599,Puerto Madero,Puerto Madero
-34.5929,-58.3845,Retiro,Retiro
-34.572,-58.4313,Palermo,Palermo
-34.6172,-58.5008,Monte Castro,Monte Castro
-34.593,-58.4031,Recoleta,Recoleta
-34.604,-58.4307,Almagro,Almagro
-34.5957,-58.4054,Recoleta,Recoleta
-34.6021,-58.4212,Almagro,Almagro
-34.6312,-58.4661,Flores,Flores
-34.5602,-58.4716,Coghlan,Coghlan
-34.548,-58.4701,Saavedra,Saavedra
-34.6043,-58.3893,San Nicolás,San Nicolás
-34.6157,-58.3628,Puerto Madero,Puerto Madero
-34.6146,-58.4736,Villa General Mitre,Villa General Mitre
-34.5978,-58.4409,Villa Crespo,Villa Crespo
-34.6068,-58.4452,Villa Crespo,Villa Crespo
-34.5709,-58.4492,Colegiales,Colegiales
-34.6135,-58.3622,Puerto Madero,Puerto Madero
-34.5449,-58.4716,Saavedra,Saavedra
-34.6169,-58.442,Caballito,Caballito
-34.6053,-58.4277,Almagro,Almagro
-34.6072,-58.4307,Caballito,Caballito
-34.5551,-58.4389,Belgrano,Belgrano
-34.6281,-58.4293,Parque Chacabuco,Parque Chacabuco
-34.6262,-58.4214,Boedo,Boedo
-34.5851,-58.4268,Palermo,Palermo
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.919,-57.9584,La Plata,La Plata
-34.6174,-58.4345,Caballito,Caballito
-34.5777,-58.4285,Palermo,Palermo
-34.5685,-58.4567,Belgrano,Belgrano
-34.5828,-58.4945,Villa Pueyrredón,Villa Pueyrredón
-34.589,-58.4863,Agronomía,Agronomía
-34.5921,-58.4443,Villa Crespo,Villa Crespo
-34.5477,-58.478,Saavedra,Saavedra
-34.5777,-58.4622,Villa Ortúzar,Villa Ortúzar
-34.6037,-58.4363,Villa Crespo,Villa Crespo
-34.6174,-58.4579,Flores,Flores
-34.6214,-58.3717,San Telmo,San Telmo
-34.6161,-58.4455,Caballito,Caballito
-34.5891,-58.4445,Chacarita,Chacarita
-34.5953,-58.4486,Villa Crespo,Villa Crespo
-34.6299,-58.4518,Caballito,Caballito
-34.5964,-58.3839,Retiro,Retiro
-34.5848,-58.4386,Palermo,Palermo
-34.6213,-58.4238,Almagro,Almagro
-34.6008,-58.4311,Villa Crespo,Villa Crespo
-34.6212,-58.4324,Caballito,Caballito
-34.6009,-58.4051,Balvanera,Balvanera
-34.6022,-58.4886,Villa del Parque,Villa del Parque
-34.5542,-58.4574,Belgrano,Belgrano
-34.6274,-58.4494,Caballito,Caballito
-34.6183,-58.3974,Balvanera,Balvanera
-34.5796,-58.4846,Villa Urquiza,Villa Urquiza
-34.6027,-58.4387,Villa Crespo,Villa Crespo
-34.6052,-58.3861,San Nicolás,San Nicolás
-34.9385,-57.9537,La Plata,La Plata
-34.5887,-58.3904,Recoleta,Recoleta
-34.5787,-58.4794,Villa Urquiza,Villa Urquiza
-34.9279,-57.9701,La Plata,La Plata
-34.6177,-58.3621,Puerto Madero,Puerto Madero
-34.6144,-58.4386,Caballito,Caballito
-34.6278,-58.4483,Caballito,Caballito
-34.574,-58.4377,Palermo,Palermo
-34.9181,-57.945,La Plata,La Plata
-34.5711,-58.4503,Colegiales,Colegiales
-34.5759,-58.4698,Villa Ortúzar,Villa Ortúzar
-34.6034,-58.4196,Almagro,Almagro
-34.5743,-58.4728,Villa Urquiza,Villa Urquiza
-34.5925,-58.4228,Palermo,Palermo
-34.593,-58.3972,Recoleta,Recoleta
-34.6016,-58.4301,Almagro,Almagro
-34.6085,-58.3781,Monserrat,Monserrat
-34.6295,-58.3772,Barracas,Barracas
-34.5556,-58.4552,Belgrano,Belgrano
-34.6155,-58.4363,Caballito,Caballito
-34.5634,-58.4412,Palermo,Palermo
-34.6105,-58.4717,Villa General Mitre,Villa General Mitre
-34.6016,-58.4341,Villa Crespo,Villa Crespo
-34.6403,-58.4779,Parque Avellaneda,Parque Avellaneda
-34.6053,-58.4277,Almagro,Almagro
-34.5526,-58.4978,Saavedra,Saavedra
-34.9201,-57.9612,La Plata,La Plata
-34.5533,-58.4588,Núñez,Núñez
-34.561,-58.4617,Belgrano,Belgrano
-34.5962,-58.5098,Villa Devoto,Villa Devoto
-34.618,-58.4921,Floresta,Floresta
-34.6611,-58.4656,Parque Avellaneda,Parque Avellaneda
-34.6086,-58.5197,Villa Devoto,Villa Devoto
-34.6286,-58.372,Barracas,Barracas
-34.5977,-58.4156,Recoleta,Recoleta
-34.5732,-58.4383,Palermo,Palermo
-34.5973,-58.4241,Palermo,Palermo
-34.6109,-58.4714,Villa General Mitre,Villa General Mitre
-34.6038,-58.418,Almagro,Almagro
-34.6128,-58.3793,Monserrat,Monserrat
-34.5763,-58.4389,Palermo,Palermo
-34.6445,-58.3655,La Boca,La Boca
-34.6207,-58.5058,Monte Castro,Monte Castro
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.582,-58.432,Palermo,Palermo
-34.6303,-58.4188,Boedo,Boedo
-34.6317,-58.4052,Parque Patricios,Parque Patricios
-34.5956,-58.4477,Villa Crespo,Villa Crespo
-34.5545,-58.4674,Núñez,Núñez
-34.5724,-58.4474,Colegiales,Colegiales
-34.6078,-58.3979,Balvanera,Balvanera
-34.6266,-58.4552,Flores,Flores
-34.576,-58.441,Palermo,Palermo
-34.5924,-58.443,Villa Crespo,Villa Crespo
-34.6288,-58.4035,San Cristóbal,San Cristóbal
-34.6044,-58.4518,Villa Crespo,Villa Crespo
-34.6353,-58.3712,Barracas,Barracas
-34.6279,-58.3602,La Boca,La Boca
-34.6262,-58.5108,Villa Luro,Villa Luro
-34.5944,-58.4095,Recoleta,Recoleta
-34.5689,-58.451,Colegiales,Colegiales
-34.6187,-58.4411,Caballito,Caballito
-34.6229,-58.4395,Caballito,Caballito
-34.6402,-58.4243,Parque Chacabuco,Parque Chacabuco
-34.5778,-58.4364,Palermo,Palermo
-34.5712,-58.4832,Villa Urquiza,Villa Urquiza
-34.599,-58.4133,Almagro,Almagro
-34.8792,-58.0304,Manuel B. Gonnet,Manuel B. Gonnet
-34.6286,-58.4542,Flores,Flores
-34.558,-58.475,Coghlan,Coghlan
-34.6109,-58.4134,Balvanera,Balvanera
-34.6076,-58.4457,Caballito,Caballito
-34.5605,-58.4439,Belgrano,Belgrano
-34.5886,-58.4071,Recoleta,Recoleta
-34.5957,-58.4436,Villa Crespo,Villa Crespo
-34.6022,-58.4224,Almagro,Almagro
-34.6099,-58.4251,Almagro,Almagro
-34.5974,-58.4475,Villa Crespo,Villa Crespo
-34.6089,-58.4448,Caballito,Caballito
-34.5916,-58.4267,Palermo,Palermo
-34.6019,-58.5128,Villa Devoto,Villa Devoto
-34.5729,-58.4973,Villa Urquiza,Villa Urquiza
-34.5686,-58.4436,Palermo,Palermo
-34.5918,-58.4126,Palermo,Palermo
-34.5626,-58.4652,Belgrano,Belgrano
-34.6098,-58.3956,Balvanera,Balvanera
-34.6208,-58.4123,San Cristóbal,San Cristóbal
-34.5842,-58.4484,Chacarita,Chacarita
-34.6154,-58.4757,Villa Santa Rita,Villa Santa Rita
-34.9285,-57.9454,La Plata,La Plata
-34.5683,-58.4959,Villa Urquiza,Villa Urquiza
-34.595,-58.4049,Recoleta,Recoleta
-34.5886,-58.4216,Palermo,Palermo
-34.6513,-58.5227,Liniers,Liniers
-34.6016,-58.4341,Villa Crespo,Villa Crespo
-34.588,-58.4201,Palermo,Palermo
-34.5939,-58.4662,La Paternal,La Paternal
-34.6284,-58.4709,Flores,Flores
-34.5844,-58.4508,Chacarita,Chacarita
-34.5459,-58.4807,Saavedra,Saavedra
-34.5683,-58.4339,Palermo,Palermo
-34.6169,-58.4012,Balvanera,Balvanera
-34.5898,-58.4117,Palermo,Palermo
-34.6148,-58.4047,Balvanera,Balvanera
-34.5956,-58.4477,Villa Crespo,Villa Crespo
-34.6374,-58.4286,Parque Chacabuco,Parque Chacabuco
-34.631,-58.4164,Boedo,Boedo
-34.5588,-58.4478,Belgrano,Belgrano
-34.6403,-58.4236,Nueva Pompeya,Nueva Pompeya
-34.599,-58.4133,Almagro,Almagro
-34.5516,-58.4716,Núñez,Núñez
-34.6428,-58.4384,Parque Chacabuco,Parque Chacabuco
-34.6123,-58.4043,Balvanera,Balvanera
-34.6123,-58.4164,Almagro,Almagro
-34.6376,-58.5022,Villa Luro,Villa Luro
-34.5667,-58.4412,Palermo,Palermo
-34.9186,-57.9376,La Plata,La Plata
-32.9537,-60.6482,Martin,Martin
-34.5973,-58.4086,Recoleta,Recoleta
-34.6038,-58.4052,Balvanera,Balvanera
-34.924,-57.982,La Plata,La Plata
-34.6286,-58.4542,Flores,Flores
-34.5924,-58.443,Villa Crespo,Villa Crespo
-34.5539,-58.4593,Núñez,Núñez
-34.6033,-58.4194,Almagro,Almagro
-34.5546,-58.4374,Belgrano,Belgrano
-34.5691,-58.4894,Villa Urquiza,Villa Urquiza
-34.6277,-58.3604,La Boca,La Boca
-34.6105,-58.4016,Balvanera,Balvanera
-34.6372,-58.4808,Vélez Sarsfield,Vélez Sarsfield
-34.5681,-58.4574,Belgrano,Belgrano
-34.6033,-58.3634,Puerto Madero,Puerto Madero
-34.5902,-58.4346,Palermo,Palermo
-34.6084,-58.407,Balvanera,Balvanera
-34.5991,-58.4313,Villa Crespo,Villa Crespo
-34.5896,-58.4233,Palermo,Palermo
-34.599,-58.4133,Almagro,Almagro
-34.5973,-58.4216,Palermo,Palermo
-34.594,-58.3932,Recoleta,Recoleta
-34.6144,-58.4192,Almagro,Almagro
-34.5691,-58.4505,Colegiales,Colegiales
-34.568,-58.4538,Colegiales,Colegiales
-34.5899,-58.4015,Recoleta,Recoleta
-34.6059,-58.4513,Villa Crespo,Villa Crespo
-34.6032,-58.4328,Almagro,Almagro
-34.6044,-58.4518,Villa Crespo,Villa Crespo
-34.5701,-58.4704,Belgrano,Belgrano
-34.5962,-58.4407,Villa Crespo,Villa Crespo
-34.6201,-58.4103,Balvanera,Balvanera
-34.5407,-58.4682,Núñez,Núñez
-34.6,-58.3929,Balvanera,Balvanera
-34.6351,-58.3606,La Boca,La Boca
-34.6218,-58.481,Villa Santa Rita,Villa Santa Rita
-34.586,-58.4544,Chacarita,Chacarita
-34.6266,-58.4086,San Cristóbal,San Cristóbal
-34.6057,-58.3791,San Nicolás,San Nicolás
-34.6071,-58.4672,Villa General Mitre,Villa General Mitre
-34.614,-58.3794,Monserrat,Monserrat
-34.5971,-58.4327,Villa Crespo,Villa Crespo
-34.6339,-58.4462,Parque Chacabuco,Parque Chacabuco
-34.5998,-58.4146,Almagro,Almagro
-34.5927,-58.3983,Recoleta,Recoleta
-34.5947,-58.4443,Villa Crespo,Villa Crespo
-34.606,-58.4207,Almagro,Almagro
-34.5479,-58.4661,Núñez,Núñez
-34.6115,-58.3735,Monserrat,Monserrat
-34.6422,-58.5172,Liniers,Liniers
-34.5533,-58.4571,Belgrano,Belgrano
-34.6482,-58.5051,Mataderos,Mataderos
-34.5568,-58.4655,Núñez,Núñez
-34.6141,-58.4951,Villa del Parque,Villa del Parque
-34.9066,-57.9531,La Plata,La Plata
-34.6224,-58.444,Caballito,Caballito
-34.5974,-58.4263,Villa Crespo,Villa Crespo
-34.575,-58.4206,Palermo,Palermo
-34.5876,-58.4134,Palermo,Palermo
-34.6394,-58.5068,Villa Luro,Villa Luro
-34.5955,-58.4036,Recoleta,Recoleta
-34.927,-57.9738,La Plata,La Plata
-34.5622,-58.4427,Belgrano,Belgrano
-34.6386,-58.3589,La Boca,La Boca
-34.6108,-58.4747,Villa General Mitre,Villa General Mitre
-34.6037,-58.431,Almagro,Almagro
-34.5898,-58.4207,Palermo,Palermo
-34.567,-58.4723,Belgrano,Belgrano
-34.6026,-58.4523,Villa Crespo,Villa Crespo
-34.586,-58.4385,Palermo,Palermo
-34.5645,-58.4414,Palermo,Palermo
-34.5972,-58.3783,Retiro,Retiro
-34.5839,-58.4625,Villa Ortúzar,Villa Ortúzar
-34.6282,-58.4502,Caballito,Caballito
-34.6156,-58.4226,Almagro,Almagro
-34.5972,-58.3851,Retiro,Retiro
-34.6082,-58.3942,Balvanera,Balvanera
-34.5957,-58.4407,Villa Crespo,Villa Crespo
-34.5799,-58.4723,Villa Ortúzar,Villa Ortúzar
-34.5578,-58.4449,Belgrano,Belgrano
-34.6172,-58.3931,Balvanera,Balvanera
